1.5260297,0.0
1.6090255,0.45666668
1.6529115,0.41666666
1.635057,0.40111113
1.6679615,0.3975
1.6517149,0.392
1.6594632,0.39833334
1.6636084,0.40190476
1.6662345,0.39916667
1.6607479,0.39851853
1.665944,0.39833334
1.668417,0.3969697
1.6792194,0.39722222
1.6842964,0.3925641
1.6841097,0.38904762
1.6898282,0.38733333
1.6890842,0.386875
1.6909037,0.38705882
1.6962277,0.3864815
1.6980982,0.38245615
1.7064471,0.38066667
1.7066301,0.37857142
1.7073382,0.37742424
1.7069107,0.3768116
1.7070706,0.37777779
1.7090945,0.37933335
1.7137517,0.37833333
1.7121961,0.37753087
1.7132868,0.37809524
1.714572,0.37735632
1.7134718,0.37744445
1.7125034,0.37913978
1.713378,0.37854168
1.7152783,0.3770707
1.2651727,0.0
1.3432136,0.5233333
1.3532932,0.52
1.3554988,0.5133333
1.375729,0.50416666
1.3665303,0.498
1.3737518,0.4977778
1.3853328,0.49857143
1.3807415,0.49375
1.3759362,0.4951852
1.3859763,0.49833333
1.3837514,0.49363637
1.396443,0.495
1.4013963,0.49179488
1.3980368,0.4895238
1.4005692,0.49133334
1.3979129,0.49083334
1.3955683,0.4919608
1.396041,0.4937037
1.397015,0.4935088
1.4048833,0.4935
1.403119,0.49142858
1.4077896,0.49151516
1.4107027,0.49057972
1.4104438,0.48916668
1.4093072,0.48906666
1.4128774,0.4903846
1.4100102,0.49037036
1.4103001,0.49107143
1.410834,0.4916092
1.4077065,0.49133334
1.4065781,0.49247313
1.4053711,0.49375
1.4064192,0.4931313
1.3246317,0.0
1.3979641,0.57666665
1.3670801,0.55833334
1.3942847,0.54444444
1.3913062,0.53
1.4163235,0.53066665
1.4269851,0.52444446
1.4286517,0.5209524
1.4207098,0.51916665
1.4178929,0.5233333
1.4328433,0.524
1.433705,0.5193939
1.4410369,0.5222222
1.4558994,0.52153844
1.4538169,0.5176191
1.4561518,0.5182222
1.4532843,0.51666665
1.4488922,0.5178431
1.4468911,0.5188889
1.449577,0.52017546
1.4560572,0.52066666
